time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-03-29T22:12:49.560Z,66.2317,-157.2027,0.9,2.6,ml,,,,0.6,ak,ak01941wgr70,2019-03-29T22:24:34.040Z,"76km S of Kobuk, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-29T21:42:39.200Z,-18.6256,-69.3484,124.06,4.1,mb,,89,0.326,0.95,us,us2000k7e3,2019-03-29T21:55:22.040Z,"52km SSE of Putre, Chile",earthquake,6.1,6.1,0.261,4,reviewed,us,us
2019-03-29T20:55:41.930Z,30.6084,131.0563,24.39,5.1,mww,,65,2.513,0.79,us,us2000k7dg,2019-03-30T05:21:20.040Z,"14km SSE of Nishinoomote, Japan",earthquake,6,4.1,0.061,26,reviewed,us,us
2019-03-29T20:49:28.560Z,53.5071,-161.3941,10,2.5,ml,,236,1.698,0.4,us,us2000k7et,2019-03-30T00:04:22.040Z,"186km SW of Chernabura Island, Alaska",earthquake,4,1.8,,,reviewed,us,ak
2019-03-29T20:21:58.200Z,-12.7828,45.437,10,4.1,mb,,111,6.434,0.86,us,us2000k7cw,2019-03-29T23:41:26.040Z,"16km E of Pamandzi, Mayotte",earthquake,12,2,0.214,6,reviewed,us,us
2019-03-29T19:02:13.830Z,56.444,-148.4845,20.3,3.2,ml,,216,2.607,0.8,us,us2000k7b6,2019-03-29T20:36:28.040Z,"280km ESE of Kodiak, Alaska",earthquake,11.4,11.2,0.052,48,reviewed,us,us
2019-03-29T18:36:20.980Z,56.5699,-148.6059,20.2,3.2,ml,,186,2.483,0.53,us,us2000k7ba,2019-03-29T19:22:00.040Z,"266km ESE of Kodiak, Alaska",earthquake,7.9,10.8,0.05,52,reviewed,us,us
2019-03-29T18:00:35.770Z,38.2571,141.5185,48.67,4.5,mb,,164,0.693,0.98,us,us2000k7am,2019-03-29T20:02:58.040Z,"26km SE of Ishinomaki, Japan",earthquake,7.1,8.8,0.127,18,reviewed,us,us
2019-03-29T17:09:18.340Z,47.9137,152.4298,113.3,4.3,mb,,175,6.19,0.83,us,us2000k78l,2019-03-29T19:57:18.040Z,"284km ESE of Vostok, Russia",earthquake,13.9,10,0.078,47,reviewed,us,us
2019-03-29T15:16:55.320Z,18.4798,-65.6363,111,2.66,md,4,308,0.399,0.26,pr,pr2019088008,2019-03-29T21:33:18.800Z,"14km NE of Luquillo, Puerto Rico",earthquake,6.28,3.11,0.27,2,reviewed,pr,pr
2019-03-29T15:16:33.090Z,56.2253,-149.3514,21.78,3.5,ml,,186,2.358,0.78,us,us2000k73u,2019-03-29T19:47:55.642Z,"254km SE of Kodiak, Alaska",earthquake,8.7,10.3,0.045,64,reviewed,us,us
2019-03-29T14:49:02.000Z,-17.9397,-178.494,553.11,4.6,mb,,74,3.294,0.87,us,us2000k73j,2019-03-29T15:07:36.040Z,"281km SE of Lambasa, Fiji",earthquake,9.9,6.7,0.045,148,reviewed,us,us
2019-03-29T14:00:25.690Z,-8.2781,119.7067,178.14,5.1,mb,,60,2.528,1.15,us,us2000k71x,2019-03-29T14:54:41.932Z,"30km NW of Cempa, Indonesia",earthquake,7.7,6.7,0.096,35,reviewed,us,us
2019-03-29T11:25:20.958Z,66.2697,-157.0098,1.6,2.7,ml,,,,0.84,ak,ak01941pzpi0,2019-03-29T11:31:01.176Z,"71km S of Kobuk, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-03-29T10:49:06.351Z,64.3518,-147.0061,12.4,2.6,ml,,,,0.62,ak,ak01941pje3m,2019-04-01T15:54:55.324Z,"19km SSW of Salcha, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-29T08:54:15.560Z,-6.5946,129.1171,10,4.7,mb,,78,4.803,0.88,us,us2000k6zv,2019-03-29T09:15:09.040Z,"285km WNW of Saumlaki, Indonesia",earthquake,7.8,1.9,0.115,23,reviewed,us,us
2019-03-29T08:47:29.500Z,36.4146,141.0434,41.48,4.6,mb,,121,1.465,0.7,us,us2000k704,2019-03-29T13:34:42.911Z,"40km ESE of Hitachi, Japan",earthquake,7,4,0.053,106,reviewed,us,us
2019-03-29T07:09:18.005Z,66.2997,-157.1853,7.2,3.2,ml,,,,0.51,ak,ak01941nijs5,2019-03-29T19:27:57.710Z,"69km SSW of Kobuk, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-03-29T07:08:58.798Z,66.3137,-157.2058,11.9,3.4,ml,,,,1,ak,ak01941nii59,2019-03-29T07:19:55.252Z,"67km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-29T06:56:48.384Z,66.345,-157.4057,9.5,3.1,ml,,,,0.64,ak,ak01941n78ut,2019-03-29T07:51:27.040Z,"66km SSW of Kobuk, Alaska",earthquake,,1,,,automatic,ak,ak
2019-03-29T06:38:40.202Z,66.3347,-157.2227,8,3.3,ml,,,,0.53,ak,ak01941n3dhk,2019-03-29T19:20:45.670Z,"67km S of Kobuk, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-03-29T05:13:55.550Z,51.5565,-176.2275,50.14,4.8,mb,,135,0.432,1.07,us,us2000k6y9,2019-03-29T22:24:10.494Z,"46km SE of Adak, Alaska",earthquake,6.5,6.5,0.027,420,reviewed,us,us
2019-03-29T04:55:25.890Z,40.4288333,-124.4655,27.8,4.19,mw,27,238,0.1083,0.18,nc,nc73157855,2019-04-03T07:14:21.663Z,"19km NW of Petrolia, CA",earthquake,1.09,0.74,,6,reviewed,nc,nc
2019-03-29T04:35:19.640Z,19.662,-65.1033,77,3.23,md,9,335,1.6707,0.33,pr,pr2019088003,2019-03-29T19:50:06.040Z,"146km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.54,15.73,0.22,5,reviewed,pr,pr
2019-03-29T04:07:23.010Z,12.4122,-89.1644,10,4.6,mb,,199,1.984,1.18,us,us2000k6xj,2019-03-29T04:22:55.040Z,"117km SW of Puerto El Triunfo, El Salvador",earthquake,9.5,2,0.055,97,reviewed,us,us
2019-03-29T03:24:19.400Z,37.1501,141.1734,35,4.5,mb,,134,0.779,0.86,us,us2000k6x3,2019-03-29T03:43:01.040Z,"28km ENE of Iwaki, Japan",earthquake,6.8,2,0.077,49,reviewed,us,us
2019-03-29T02:42:17.862Z,66.3289,-157.6404,15,3.1,ml,,,,1,ak,ak01941kqg2x,2019-03-29T03:08:48.040Z,"72km SSW of Kobuk, Alaska",earthquake,,2.7,,,automatic,ak,ak
2019-03-29T02:34:08.876Z,66.2926,-156.9364,0,2.8,ml,,,,0.89,ak,ak01941koplo,2019-03-29T02:42:23.047Z,"68km S of Kobuk, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-03-29T01:52:57.660Z,19.527,-65.0781,74,3.36,md,9,308,1.5849,0.42,pr,pr2019088001,2019-03-29T05:47:30.040Z,"122km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,8.34,23.93,0.24,7,reviewed,pr,pr
2019-03-29T01:29:35.550Z,50.44,159.8037,10,4.3,mb,,232,2.684,0.33,us,us2000k6w9,2019-03-29T02:07:22.040Z,"259km ESE of Ozernovskiy, Russia",earthquake,13.6,2,0.094,32,reviewed,us,us
2019-03-29T01:04:34.980Z,19.602,-65.3058,60,3.42,md,5,332,1.5576,0.3,pr,pr2019088000,2019-03-29T05:43:21.040Z,"127km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.9,19.88,0.2,5,reviewed,pr,pr
2019-03-29T00:13:15.310Z,58.2515,-142.7117,10,2.8,ml,,130,1.897,0.72,us,us2000k6vg,2019-03-29T04:53:03.040Z,"202km S of Cape Yakataga, Alaska",earthquake,4.9,2,0.037,94,reviewed,us,us
2019-03-28T23:50:38.590Z,18.601,-67.4888,14,2.73,md,5,292,0.2168,0.26,pr,pr20190870018,2019-03-29T05:03:00.175Z,"38km NW of Rincon, Puerto Rico",earthquake,2.65,2.77,0.12,5,reviewed,pr,pr
2019-03-28T23:04:55.870Z,29.5223,141.1124,73.93,4.6,mb,,106,2.595,0.98,us,us2000k6v2,2019-03-29T04:59:10.040Z,"291km NNW of Chichi-shima, Japan",earthquake,8.8,7.3,0.048,130,reviewed,us,us
2019-03-28T22:59:04.700Z,38.4715,-113.328,5.08,2.51,ml,16,79,0.2106,0.18,uu,uu60318662,2019-03-28T23:19:36.040Z,"28km WNW of Milford, Utah",earthquake,0.43,0.94,0.17,6,reviewed,uu,uu
2019-03-28T22:39:37.710Z,19.4658,-65.3305,40,3.2,md,5,330,1.4215,0.23,pr,pr2019087015,2019-03-29T05:36:39.040Z,"132km NNE of Vieques, Puerto Rico",earthquake,3.34,18.83,0.29,3,reviewed,pr,pr
2019-03-28T22:34:28.398Z,60.8214,-147.2167,17.3,2.7,ml,,,,0.6,ak,ak01940922sm,2019-03-29T05:02:09.040Z,"58km SW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-28T22:27:22.200Z,14.4923,-90.6617,5,2.8,ml,,178,1.001,0.23,us,us2000k6um,2019-03-29T05:33:52.095Z,"5km W of Amatitlan, Guatemala",earthquake,3.6,2,0.115,10,reviewed,us,us
2019-03-28T22:06:49.400Z,50.5022,159.9632,8.96,6.2,mww,,23,2.653,0.95,us,us2000k6u4,2019-03-31T23:35:19.978Z,"266km ESE of Ozernovskiy, Russia",earthquake,6.5,2.5,0.039,64,reviewed,us,us
2019-03-28T21:49:05.529Z,69.0084,-142.7769,0,2.5,ml,,,,0.88,ak,ak019408jt0h,2019-03-31T04:35:44.040Z,"129km SSE of Kaktovik, Alaska",earthquake,,1.2,,,automatic,ak,ak
2019-03-28T21:00:51.510Z,-24.739,-70.9324,35,4.2,mb,,160,0.493,1.03,us,us2000k6sf,2019-03-29T05:07:54.040Z,"86km NNW of Taltal, Chile",earthquake,4.2,2,0.237,5,reviewed,us,us
2019-03-28T20:38:53.600Z,37.1682,142.2121,14.67,4.7,mb,,138,1.329,0.67,us,us2000k6rv,2019-03-28T21:31:01.331Z,"112km ESE of Namie, Japan",earthquake,8.9,5.7,0.052,111,reviewed,us,us
2019-03-28T20:26:39.177Z,66.1996,-157.308,0,2.8,ml,,,,0.83,ak,ak019407tip3,2019-03-28T20:39:45.163Z,"80km SSW of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-03-28T19:24:11.162Z,60.6816,-147.3675,11.5,2.5,ml,,,,0.75,ak,ak0194077lit,2019-03-28T19:47:13.040Z,"72km E of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-28T18:57:25.430Z,55.3817,163.9633,35,4.2,mb,,167,3.913,0.75,us,us2000k6q7,2019-03-28T19:40:08.040Z,"130km W of Nikol'skoye, Russia",earthquake,7.3,2,0.115,21,reviewed,us,us
2019-03-28T18:51:02.501Z,66.2265,-157.3024,0.1,2.8,ml,,,,0.68,ak,ak019406rxjn,2019-03-28T19:12:52.040Z,"78km SSW of Kobuk, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-03-28T18:18:16.980Z,19.3691,-65.3803,104,3.4,md,4,332,1.4957,0.2,pr,pr2019087012,2019-03-28T19:06:53.040Z,"116km NNE of Vieques, Puerto Rico",earthquake,6.33,11.8,0.04,3,reviewed,pr,pr
2019-03-28T18:09:19.937Z,66.2277,-157.2045,0,2.7,ml,,,,0.85,ak,ak019406iyvq,2019-03-28T19:03:17.040Z,"77km S of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-28T18:05:17.200Z,19.5903,-65.2135,11,3.18,md,20,223,1.5487,0.26,pr,pr2019087013,2019-03-28T19:21:54.040Z,"121km NNE of Vieques, Puerto Rico",earthquake,1.51,2.54,0.36,15,reviewed,pr,pr
2019-03-28T17:52:20.475Z,66.2501,-157.2143,8.2,3.4,ml,,,,0.51,ak,ak0194066r0k,2019-03-28T20:52:17.040Z,"73km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-03-28T17:45:19.996Z,66.2131,-157.4357,1.8,2.5,ml,,,,1.02,ak,ak01940658zg,2019-03-28T18:42:25.040Z,"74km SSW of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-28T16:20:22.490Z,56.4924,-149.3619,20.97,3.2,ml,,210,2.181,0.51,us,us2000k6lz,2019-03-28T20:07:53.040Z,"234km SE of Kodiak, Alaska",earthquake,3.6,10.8,0.048,58,reviewed,us,us
2019-03-28T16:18:13.420Z,12.0132,142.2383,56.29,5,mb,,71,3.005,1.27,us,us2000k6lx,2019-03-28T16:47:19.040Z,"298km WSW of Merizo Village, Guam",earthquake,10.9,7.6,0.038,222,reviewed,us,us
2019-03-28T15:39:58.210Z,-2.7697,-76.679,122.64,4.6,mb,,104,2.593,0.94,us,us2000k6ki,2019-03-28T19:59:49.040Z,"167km ESE of Macas, Ecuador",earthquake,8.2,7.6,0.042,171,reviewed,us,us
2019-03-28T15:39:55.110Z,54.4648,-160.4923,10,3.9,mb,,191,0.64,1.01,us,us2000k6k9,2019-03-28T20:05:04.075Z,"70km WSW of Chernabura Island, Alaska",earthquake,4.9,2,0.105,24,reviewed,us,us
2019-03-28T15:05:32.340Z,-24.5457,-70.1183,59.04,5.4,mww,,79,0.271,1.34,us,us2000k6jm,2019-03-30T19:17:21.803Z,"101km NNE of Taltal, Chile",earthquake,6.1,5.4,0.073,18,reviewed,us,us
2019-03-28T14:55:29.100Z,38.5054,135.1123,377.66,4.6,mb,,35,2.518,0.79,us,us2000k6jd,2019-03-28T17:46:26.040Z,"229km NW of Nanao, Japan",earthquake,7.2,4.3,0.028,385,reviewed,us,us
2019-03-28T13:20:41.242Z,66.3041,-157.2204,0,2.7,ml,,,,0.73,ak,ak019403m7c5,2019-03-28T19:52:06.040Z,"68km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-28T13:11:44.920Z,62.804,-149.9636,76,2.9,ml,,,,0.5,ak,ak019403ka5a,2019-03-28T19:47:52.040Z,"54km N of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-03-28T12:31:26.161Z,56.6264,-156.315,48.7,2.5,ml,,,,0.52,ak,ak01940333fw,2019-04-03T12:50:09.040Z,"99km NNW of Chirikof Island, Alaska",earthquake,,2.1,,,reviewed,ak,ak
2019-03-28T11:11:12.204Z,66.3334,-157.4882,27.9,2.6,ml,,,,0.92,ak,ak019402dcb9,2019-04-03T12:45:44.040Z,"69km SSW of Kobuk, Alaska",earthquake,,2.1,,,automatic,ak,ak
2019-03-28T11:07:59.280Z,31.2381,141.3404,35,4.7,mb,,113,2.275,1.35,us,us2000k6h0,2019-03-28T11:34:18.040Z,"250km SE of Hachijo-jima, Japan",earthquake,8,2,0.037,219,reviewed,us,us
2019-03-28T10:40:35.033Z,66.2346,-157.2302,34.8,2.9,ml,,,,0.77,ak,ak019401y775,2019-04-03T12:41:22.040Z,"76km SSW of Kobuk, Alaska",earthquake,,3.8,,,automatic,ak,ak
2019-03-28T10:24:02.683Z,66.2523,-157.2085,2.2,3.3,ml,,,,0.64,ak,ak019401uo9o,2019-04-03T08:59:59.040Z,"74km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-03-28T09:10:06.810Z,-6.3612,143.2755,10,5.2,mb,,40,7.549,1.51,us,us2000k6eq,2019-03-28T10:47:44.708Z,"46km WSW of Mendi, Papua New Guinea",earthquake,8.7,1.8,0.045,165,reviewed,us,us
2019-03-28T09:04:40.161Z,58.0871,-154.2238,65,3.5,ml,,,,0.7,ak,ak01940151c5,2019-04-03T08:04:16.040Z,"62km NNW of Larsen Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-28T08:40:03.900Z,66.258,-157.2038,6.6,4.1,ml,,,,0.6,ak,ak019400r8q9,2019-03-28T09:32:54.506Z,"68km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-03-28T08:04:00.960Z,-18.1781,-178.3894,598.79,4.8,mb,,70,3.413,0.78,us,us2000k6df,2019-03-28T08:26:41.040Z,"275km N of Ndoi Island, Fiji",earthquake,11.6,8.3,0.045,150,reviewed,us,us
2019-03-28T07:59:44.060Z,39.4079,-108.6029,2.82,2.6,ml,,133,0.777,0.25,us,us2000k71n,2019-04-01T06:32:06.731Z,"29km NNE of Fruita, Colorado",earthquake,1.2,5.5,0.04,82,reviewed,us,us
2019-03-28T07:59:07.320Z,38.786,-122.7743333,2.14,2.59,md,61,45,0.01281,0.08,nc,nc73157475,2019-03-29T04:25:02.607Z,"2km WNW of The Geysers, CA",earthquake,0.13,0.2,0.199,42,reviewed,nc,nc
2019-03-28T07:52:42.691Z,66.343,-157.6228,0.2,3.2,ml,,,,0.98,ak,ak0194008gqy,2019-03-30T06:02:01.040Z,"70km SSW of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-03-28T07:35:52.700Z,66.2946,-156.9499,1,2.7,ml,,,,0.85,ak,ak0194004u2a,2019-03-30T05:58:25.040Z,"68km S of Kobuk, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-03-28T07:30:57.390Z,18.4346,-66.5865,125,2.74,md,9,198,0.1892,0.44,pr,pr2019087007,2019-03-28T12:26:48.471Z,"2km E of Sabana Hoyos, Puerto Rico",earthquake,4.77,2.24,0.27,5,reviewed,pr,pr
2019-03-28T06:52:02.943Z,66.3322,-157.5822,0.7,3.2,ml,,,,0.88,ak,ak0193zzmy8f,2019-03-28T07:16:22.040Z,"71km SSW of Kobuk, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-03-28T06:34:14.480Z,38.7843333,-122.7735,1.36,2.98,md,70,45,0.01432,0.08,nc,nc73157425,2019-03-29T04:06:28.012Z,"2km WNW of The Geysers, CA",earthquake,0.11,0.17,0.15,66,reviewed,nc,nc
2019-03-28T06:15:41.139Z,66.2656,-157.214,7.7,3.2,ml,,,,0.61,ak,ak0193zzf3i7,2019-03-28T19:11:16.673Z,"72km SSW of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-03-28T06:09:35.130Z,19.1211,-64.695,46,2.92,md,9,340,1.5132,0.19,pr,pr2019087006,2019-03-28T09:34:44.040Z,"75km NNE of Road Town, British Virgin Islands",earthquake,2.74,12.54,0.36,8,reviewed,pr,pr
2019-03-28T06:09:04.076Z,66.3265,-157.4553,13.8,2.5,ml,,,,0.77,ak,ak0193zzdqac,2019-03-28T07:05:10.040Z,"69km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-28T05:36:51.870Z,17.9833,-68.3223,73,3.33,md,26,206,0.5339,0.57,pr,pr2019087003,2019-03-28T13:39:32.700Z,"56km SE of Boca de Yuma, Dominican Republic",earthquake,2.51,2.31,0.35,22,reviewed,pr,pr
2019-03-28T04:51:48.068Z,66.3273,-156.9858,0,2.6,ml,,,,0.84,ak,ak0193zyfyno,2019-03-28T05:02:50.669Z,"64km S of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-28T04:34:44.837Z,63.181,-150.7581,128,2.7,ml,,,,0.41,ak,ak0193zycb4u,2019-03-28T04:46:35.687Z,"93km WSW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-03-28T04:22:23.997Z,66.3188,-157.4962,0.1,3,ml,,,,0.76,ak,ak0193zy9p2g,2019-03-28T04:35:52.090Z,"71km SSW of Kobuk, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-03-28T04:19:25.070Z,38.7248,38.1284,10,4.3,mb,,87,1.711,0.85,us,us2000k6aq,2019-03-28T07:31:58.040Z,"13km WSW of Arguvan, Turkey",earthquake,3.6,2,0.533,1,reviewed,us,us
2019-03-28T03:39:55.439Z,66.2292,-157.2017,0.1,2.7,ml,,,,0.78,ak,ak0193zxryuo,2019-03-28T03:51:52.819Z,"76km S of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-28T03:35:32.270Z,12.563,-89.201,35,4.3,mb,,195,1.831,0.7,us,us2000k6ae,2019-03-28T04:42:48.040Z,"103km S of La Libertad, El Salvador",earthquake,9,2,0.122,19,reviewed,us,us
2019-03-28T03:08:13.510Z,11.168,95.1437,10,5.2,mb,,73,5.033,0.96,us,us2000k69x,2019-03-28T13:27:34.496Z,"266km ESE of Port Blair, India",earthquake,3.4,1.9,0.057,103,reviewed,us,us
2019-03-28T01:40:08.020Z,-12.8251,45.3544,10,4.6,mb,,57,6.416,0.68,us,us2000k68l,2019-03-28T05:45:28.813Z,"8km ESE of Pamandzi, Mayotte",earthquake,8.7,1.9,0.11,25,reviewed,us,us
2019-03-28T00:52:33.800Z,18.176,-67.6645,59,2.59,md,10,291,0.2789,0.22,pr,pr2019087000,2019-03-28T05:48:52.268Z,"47km WSW of Rincon, Puerto Rico",earthquake,1.28,0.99,0.39,10,reviewed,pr,pr
